track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,decade,mood
Any Way That You Want Me,Liverpool Five,spotify:track:75aFifgT6BZY7h7hkEPWVU,0.399,0.423,4,-11.484,1,0.0299,0.507,0.0,0.417,0.472,101.408,157840,1,45.22641,10,1960s,happy
In C - 2009 Remastered,Terry Riley,spotify:track:4IIt36M11AQ5bHdzFQLEny,0.492,0.507,7,-9.464,1,0.0434,0.982,0.913,0.164,0.0791,131.792,2516987,4,40.65543,109,1960s,fear
I Want You,Bob Dylan,spotify:track:7tJQ4Ekp2vN3NlI3vJJW3v,0.508,0.68,5,-8.354,1,0.0373,0.36,0.0,0.0824,0.792,99.905,185200,4,34.96173,10,1960s,happy
Enakkum Unakkumthaan,P. Susheela,spotify:track:79JiIWOfPz86iqvefd4UpP,0.362,0.439,9,-9.291,1,0.0628,0.989,0.846,0.11,0.533,87.684,223474,4,39.26877,9,1960s,happy
Marie Antoinette - Remastered,Freddie Hubbard,spotify:track:213ciBOxkhpZIhSoKmsPhn,0.397,0.456,7,-10.809,1,0.0785,0.641,0.000117,0.372,0.444,184.678,398773,4,42.85446,18,1960s,surprise
Januária,Chico Buarque,spotify:track:1cmUJxMYtUfoKhVVfTAwb4,0.676,0.478,9,-8.629,0,0.0476,0.556,0.00471,0.192,0.808,130.596,184733,4,50.8271,7,1960s,happy
Petita Cançó de la Teva Mort,Raimon,spotify:track:1y6firxd8wiYkLBpIX1yw7,0.624,0.194,4,-14.385,1,0.0687,0.928,0.0414,0.114,0.421,144.23,132612,3,73.52106,5,1960s,surprise
When I Get Thru With You (You'll Love Me Too),Patsy Cline,spotify:track:15zciFDbmEEdehl84mZC5u,0.588,0.296,5,-9.553,1,0.0464,0.909,0.0,0.26,0.724,86.149,94653,4,41.24093,5,1960s,happy
"634-5789 (Soulsville, U.S.A.)",Wilson Pickett,spotify:track:2gGPw8qbUilOhiSQRSvZG9,0.665,0.454,2,-7.683,1,0.035,0.257,0.0,0.402,0.839,102.685,177520,4,51.28126,7,1960s,happy
Eternity,Vikki Carr,spotify:track:5h6JA5GqW2kgq82RfEeptY,0.468,0.532,2,-12.796,1,0.0572,0.588,0.000194,0.835,0.316,108.717,216093,4,34.13541,10,1960s,happy
On A Saturday Night,Eddie Floyd,spotify:track:6IcU1BradM1l3E3IdCWSlA,0.781,0.739,6,-8.157,0,0.116,0.269,0.0198,0.142,0.826,103.038,162906,4,40.41973,6,1960s,happy
Two Wrongs Don't Make A Right,Mary Wells,spotify:track:2On2jw22YYvpviEaMvDr4x,0.277,0.338,3,-11.899,1,0.0309,0.29,0.0,0.043,0.506,183.841,168493,3,31.78846,10,1960s,surprise
Frogg,The Brothers Four,spotify:track:3hJZU6pDU70unNVpThiVM6,0.534,0.298,1,-16.544,1,0.123,0.806,1.94e-06,0.116,0.726,177.467,161533,4,39.93822,7,1960s,happy
California Dreamin',Bobby Womack,spotify:track:6G7MHIvSDR3ehXPkuDFAlM,0.47,0.385,6,-13.159,0,0.0296,0.767,0.0653,0.179,0.694,112.377,200973,4,29.82898,8,1960s,sad
"La Traviata - Opera in three acts (1992 Digital Remaster), Act II: Di Provenza il mar",Giuseppe Verdi,spotify:track:1gbd154rPa1mN0uEZFtVi1,0.24,0.0433,1,-20.537,1,0.0394,0.989,0.0322,0.0944,0.0701,95.781,257107,4,84.36582,11,1960s,sad
Stunt Suite,Trevor Rabin,spotify:track:0clxQCtD1kPfKD1I50t0P4,0.14,0.374,7,-14.293,0,0.0405,0.88,0.902,0.362,0.12,76.549,323520,4,21.75166,13,1960s,sad
Lara's Theme - Swing Version,Maurice Jarre,spotify:track:6pXuC0wUEa4uZ9joYQKv21,0.417,0.308,7,-14.852,0,0.0372,0.492,0.0,0.243,0.9,186.07,75400,3,23.33645,5,1960s,sad
"Pagliacci (Sung in German): Act II Scene 2: Pagliaccio, mio marito",Ruggero Leoncavallo,spotify:track:3g4G7hgQEoAScV6cFiYmkm,0.46,0.0529,0,-19.927,1,0.0287,0.974,0.14,0.118,0.31,95.373,104293,3,67.23417,5,1960s,happy
Bittersweet Interlude,Georges Delerue,spotify:track:6UBlzissSQSTtIbgIdoKEa,0.151,0.0964,4,-18.748,0,0.0358,0.917,0.789,0.13,0.0586,136.657,175267,5,35.16882,6,1960s,sad
La Pase Gozando,Tito Puente,spotify:track:4rsvjzXJPd5c4a6aHzuaN1,0.647,0.493,9,-7.104,0,0.0341,0.82,0.00307,0.0927,0.554,102.568,202274,4,19.8878,10,1960s,sad
Fiesta,Joan Manuel Serrat,spotify:track:6WWaCqN9PZBaS6acRIp8nv,0.49,0.567,8,-6.818,1,0.0674,0.512,0.0,0.0674,0.673,138.978,153000,4,32.80617,7,1960s,happy
Mack's Track,Francy Boland,spotify:track:53tv6F6J8IQlifIuCgOW0k,0.45,0.458,11,-10.302,1,0.0361,0.281,1.7e-06,0.521,0.831,100.782,31984,5,8.42589,3,1960s,happy
Daydream,The Lovin' Spoonful,spotify:track:3c06k9x6MHHdPQi3ix68yF,0.822,0.332,1,-11.369,1,0.0506,0.834,0.0,0.11,0.834,110.802,139093,4,25.2206,7,1960s,happy
Baby What Do You Want Me To Do,Barbara Lewis,spotify:track:4rwqam3s5xzOqOJNyqwCZU,0.625,0.457,5,-15.974,0,0.0315,0.757,0.0,0.248,0.815,104.922,158213,4,31.43925,9,1960s,happy
Oo-La-La-Limbo,Danny & The Juniors,spotify:track:3NWgmazCDbBuPl5PGIMKk9,0.554,0.785,0,-9.058,1,0.0332,0.635,0.0,0.503,0.961,135.625,136053,4,65.26381,7,1960s,happy
"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act II: + bellissima!",Gaetano Donizetti,spotify:track:61qJhhgxCX1kbZgydxBI8v,0.468,0.31,5,-14.11,0,0.135,0.971,3.66e-05,0.437,0.57,105.146,126933,4,38.74561,7,1960s,sad
Secret Love,Billy Stewart,spotify:track:1LziKsFJM2A0Uu68gtKWGH,0.7,0.648,0,-12.073,1,0.0648,0.682,0.0,0.238,0.906,136.08,181000,4,37.12784,10,1960s,happy
That'll Be The Day,Buddy Holly,spotify:track:2DUFhbsJv17c1Y3ZFVTJgS,0.519,0.636,2,-7.627,1,0.0316,0.592,0.0,0.0775,0.876,114.676,150000,4,21.70203,9,1960s,happy
"Bass, Gestrichen (Pot Plantage, Kollaps)",Amon Düül,spotify:track:1pRrSSYJO3m1f4KQzt6d6G,0.499,0.415,3,-21.669,0,0.0424,0.913,0.903,0.107,0.75,110.071,205507,4,32.32483,8,1960s,happy
Linda,Daniel Santos,spotify:track:6TEqOQsrSZU2mIZzvDGsUB,0.75,0.223,9,-17.844,1,0.129,0.701,0.0,0.109,0.756,113.227,165600,4,36.61064,10,1960s,happy
The Fairest Of The Seasons,Nico,spotify:track:3YX4WviUJiDEov6IrAdFYD,0.349,0.203,6,-12.878,1,0.0309,0.958,0.0,0.101,0.291,87.856,246160,4,37.40776,12,1960s,sad
I Like What You're Doing (To Me),Carla Thomas,spotify:track:2fnbljRroXC33HuhgyoApM,0.721,0.286,4,-17.203,1,0.0425,0.0275,0.0,0.189,0.775,114.142,178160,4,27.42505,9,1960s,happy
"Die verkaufte Braut, JB 1:100, Act III: Tanz der Komödianten",Staatskapelle Dresden,spotify:track:4Sm1vDSu1TZIreDGmXmnNT,0.465,0.388,1,-12.702,1,0.0451,0.966,0.805,0.187,0.268,80.465,283600,4,63.42273,14,1960s,sad
Hello Walls,Faron Young,spotify:track:4dim8F8t01qimHOmr6S3Gd,0.62,0.406,0,-10.421,1,0.0281,0.722,6.73e-06,0.114,0.695,101.489,146840,4,24.69151,7,1960s,happy
Niki Hoeky,P.J. Proby,spotify:track:2Keex13ovGMjDvO5H5vW8R,0.745,0.623,5,-10.017,0,0.12,0.413,0.0,0.0448,0.907,79.504,154187,4,40.26419,8,1960s,happy
To Be A Lover,Gene Chandler,spotify:track:4xcf2N9xEZ7ogjDIEIOxG1,0.526,0.382,5,-12.739,0,0.0468,0.245,1.09e-06,0.164,0.649,145.444,173800,3,44.2523,9,1960s,sad
Almost Persuaded,Etta James,spotify:track:5nPq2L48Z8ZaBcC0mfDodm,0.465,0.408,3,-9.765,1,0.0319,0.0733,0.0023,0.214,0.355,156.404,201333,3,23.14896,11,1960s,fear
I Got A Line On You,Spirit,spotify:track:0ZcrLDWPurCwZZpmuERnXE,0.433,0.487,11,-14.596,0,0.0326,0.102,0.00455,0.353,0.822,149.574,159427,4,19.87244,11,1960s,happy
Summer Nights,Marianne Faithfull,spotify:track:4g6BbL6wLsTD1iQZXGc5fX,0.553,0.538,0,-14.275,1,0.0438,0.251,3.74e-06,0.044,0.753,126.312,106160,4,26.69346,7,1960s,happy
The Son Of Mary,Harry Belafonte,spotify:track:27XdB79DnEa9CGGKwDbzUk,0.169,0.109,11,-19.889,0,0.0453,0.958,0.153,0.199,0.155,85.413,202640,3,36.11619,8,1960s,sad
Looking Glass,Denise Levertov,spotify:track:4rh9gHjhtIybf2RC5JkE1m,0.806,0.0603,4,-17.555,0,0.667,0.538,0.0,0.315,0.459,50.307,30376,3,0.0,2,1960s,sad
"Our Man Flint: In Like Flint - From ""Our Man Flint""",Jerry Goldsmith,spotify:track:6sOS69QSgkapYzKprJnKiY,0.403,0.0343,8,-29.341,1,0.0364,0.861,0.252,0.0892,0.0756,84.521,87893,5,29.51199,6,1960s,sad
Sait-on jamais où va une fille quand elle vous quitte ?,Serge Gainsbourg,spotify:track:0J6Vfz1UHaiKAyzvAEJuN5,0.457,0.062,10,-26.212,0,0.0806,0.834,0.00757,0.316,0.319,106.701,121413,4,36.03599,7,1960s,sad
Forever,Mercy,spotify:track:7LmQrLf6NwEIJAbd2w9CY8,0.374,0.289,7,-16.313,1,0.0317,0.339,0.0031,0.153,0.337,72.606,151600,4,31.5151,7,1960s,sad
The Age of Innocence: Theme,Elmer Bernstein,spotify:track:3sO4co4TNv6iECpSFCBuZq,0.141,0.143,2,-22.551,1,0.0407,0.869,0.348,0.163,0.134,93.69,251173,3,35.1784,15,1960s,sad
I've Got News For You,Ray Charles,spotify:track:1tla0rDbATUYAE8vODq4X1,0.459,0.379,10,-8.514,1,0.0461,0.894,0.00641,0.112,0.425,69.359,273693,4,36.37008,12,1960s,happy
Looking Back,Joe Simon,spotify:track:2STSpwPnkPkSK4hVirHUq7,0.488,0.333,7,-11.4,1,0.0249,0.659,4.43e-06,0.562,0.598,87.358,144693,3,26.55915,7,1960s,happy
Clara - Remastered 2006,Gal Costa,spotify:track:7io3OjJA0cdLVrHvvtAOIp,0.538,0.606,2,-11.192,1,0.0553,0.375,0.0,0.372,0.752,94.899,103320,4,34.27952,7,1960s,happy
Rita Lee,Os Mutantes,spotify:track:1fpKUGaLvUhKQoXI7oqcer,0.409,0.671,0,-4.764,1,0.0738,0.414,5.2e-06,0.292,0.575,169.986,189947,4,34.97532,9,1960s,fear
Aquellas Pequeñas Cosas,Joan Manuel Serrat,spotify:track:7340uVVBkBhEeecM1RJNqj,0.469,0.249,9,-11.692,1,0.0302,0.852,0.0,0.102,0.306,80.33,110267,4,23.63568,6,1960s,happy
West Side Story: Act I: Maria,Leonard Bernstein,spotify:track:4PhC8QIdq2LcGm6KpXFaVi,0.159,0.162,1,-12.618,1,0.0358,0.788,5.14e-05,0.135,0.195,89.841,155933,3,62.8567,6,1960s,sad
Chuva Miúda,Ary Lobo,spotify:track:37Kag3wjgAGls1Bw00ynsI,0.516,0.605,5,-7.934,0,0.0421,0.627,0.0,0.523,0.857,92.311,137227,4,42.72543,8,1960s,happy
The Surrender (La Resa),Ennio Morricone,spotify:track:5aiafH7as1CWT3DOUhFkuC,0.177,0.523,4,-2.646,0,0.0351,0.517,0.417,0.0852,0.0952,101.563,170880,4,31.30497,7,1960s,sad
Haunted House,Jumpin' Gene Simmons,spotify:track:77dBhsboEbsoO8heaoHlJ8,0.605,0.632,9,-6.338,1,0.0639,0.639,4.86e-05,0.0763,0.98,193.171,156907,4,27.11855,7,1960s,happy
Bouncing With Bud,Georges Arvanitas,spotify:track:1MG6HXEplz50ij2ZnZ6Cbt,0.532,0.55,7,-9.123,0,0.03,0.82,0.85,0.139,0.704,99.68,262293,4,58.06498,10,1960s,happy
Rigoletto: Act II: Ella mi fu rapita! … Parmi veder,Giuseppe Verdi,spotify:track:7kPuEvqkJlXEuv7gIh8D0e,0.248,0.273,1,-16.036,1,0.0474,0.978,0.000686,0.118,0.138,171.582,306413,1,57.26098,13,1960s,sad
¿Y Qué?,La Lupe,spotify:track:3y63Uz9lKVvTwMYLJtM9QG,0.579,0.641,10,-4.591,1,0.0521,0.687,7.89e-05,0.298,0.921,123.386,133375,4,49.25551,5,1960s,happy
"Our Man Flint: End Titles - From ""Our Man Flint""",Jerry Goldsmith,spotify:track:0JuaadaS2Bv9JWk7gMteeC,0.475,0.515,5,-11.231,1,0.0407,0.649,0.853,0.514,0.548,119.521,119827,4,30.08296,6,1960s,happy
Get Me To The World On Time,The Electric Prunes,spotify:track:7aRVxvubodRSjp875ZBYNC,0.336,0.677,5,-11.963,1,0.0548,0.704,0.00197,0.11,0.315,103.035,151951,4,33.23299,8,1960s,happy
Only Those In Love,Baby Washington,spotify:track:475yfAikvSAt5sQrDFkNGH,0.248,0.417,6,-10.667,1,0.0352,0.608,0.000243,0.0999,0.244,172.139,168800,3,33.10336,7,1960s,fear
Chelsea Girls,Nico,spotify:track:6LQ3yf5WVLOCmtiYWewfWZ,0.378,0.103,7,-17.811,0,0.0376,0.985,0.0695,0.129,0.238,104.306,442733,4,28.5266,22,1960s,sad
Spanish Lace,Gene McDaniels,spotify:track:7DTdBIwbs05LCEcxnx3RRQ,0.61,0.37,8,-11.837,1,0.0368,0.189,1e-05,0.0553,0.898,110.369,147827,4,26.40929,10,1960s,happy
Good Lovin',The Olympics,spotify:track:0VpHIkmXGSIJ8phPcRfQBU,0.541,0.777,2,-9.259,1,0.0906,0.367,0.00475,0.309,0.703,88.092,150867,4,43.23298,7,1960s,happy
Roda-Viva,Chico Buarque,spotify:track:06ND7qqsmIRCuWdQNQIlTE,0.502,0.512,10,-8.097,0,0.0337,0.793,1.8e-05,0.235,0.651,133.174,233400,4,39.62345,10,1960s,sad
Let's Lock The Door (And Throw Away The Key),Jay & The Americans,spotify:track:4u3hbJHvz3ROzMi7gLm7x0,0.653,0.649,7,-9.534,1,0.04,0.694,0.0,0.748,0.834,131.133,149827,4,32.66072,9,1960s,happy
Organ Mania,Alan Hawkshaw,spotify:track:4JEdfaynRQcCGrfApnKFvl,0.518,0.68,7,-7.91,1,0.0348,0.314,0.547,0.264,0.542,133.65,94400,5,39.71846,4,1960s,happy
Maria Elena,Los Indios Tabajaras,spotify:track:3ygHAK1w3qP4wp83KXUiiu,0.665,0.0989,11,-19.132,1,0.0458,0.93,0.843,0.11,0.591,83.605,187867,4,34.25068,9,1960s,happy
The Touchables In Brooklyn,Dickie Goodman,spotify:track:0Z92h6rKELLqw9uyy5vH0I,0.72,0.455,6,-11.189,1,0.847,0.914,3.34e-05,0.14,0.795,114.433,110014,4,26.13309,6,1960s,happy
Sunday at Ten,Francy Boland,spotify:track:6cY64NwOgKTOimXxGWJKPE,0.507,0.64,7,-9.616,0,0.0781,0.841,0.183,0.113,0.539,77.004,173676,3,16.09862,6,1960s,sad
Bobby's Girl,Marcie Blane,spotify:track:7ofN14gkX2nyI2MM0XGGjA,0.537,0.581,9,-7.661,1,0.0343,0.576,0.0,0.241,0.879,136.823,137800,4,26.44187,8,1960s,happy
Ida Lupino,Paul Bley Trio,spotify:track:3SR28Kubkhe1ZYO36T5EPi,0.447,0.0455,8,-28.642,1,0.047,0.849,0.297,0.17,0.127,112.943,177920,4,49.15413,10,1960s,sad
Rainbow,Gene Chandler,spotify:track:2lSuhDQ0ir7tka3Kbmpw6u,0.29,0.274,1,-13.638,1,0.027,0.648,0.00029,0.205,0.521,177.921,144511,3,82.67789,6,1960s,surprise
Sunny,Neil Sedaka,spotify:track:7uNVqVGLikR52Cj0BOFnQ3,0.606,0.661,2,-8.612,1,0.0354,0.571,0.0,0.135,0.866,119.881,156760,4,84.63842,6,1960s,happy
É Só Sambar,Jorge Ben Jor,spotify:track:4LtJsC47UoPlp0qp9srYoy,0.532,0.327,4,-11.477,0,0.0312,0.874,4.37e-06,0.265,0.616,135.499,124067,4,24.02778,7,1960s,sad
Big 'O',Elmer Bernstein,spotify:track:1bpGmklMjUdJyD70gF8nxI,0.416,0.378,1,-10.032,1,0.0324,0.761,0.69,0.106,0.198,123.92,124867,4,66.15677,5,1960s,sad
Lurdinha,Canhoto,spotify:track:0K95ql7PDPvnVntXcXbXiT,0.436,0.204,0,-17.102,1,0.0371,0.967,0.953,0.123,0.289,91.999,186572,1,30.05907,9,1960s,sad
L'eclisse 6,Giovanni Fusco,spotify:track:4D9dJbHLUAvpp2MGliBT6W,0.436,0.00274,3,-21.59,1,0.0557,0.978,0.839,0.119,0.2,136.95,89000,4,34.94934,5,1960s,sad
Little Bit Of Rain,Karen Dalton,spotify:track:09g4TuWLxMmrOTt1kzS47Z,0.432,0.0554,2,-22.279,1,0.0395,0.925,0.0749,0.101,0.361,173.945,156893,3,34.67548,7,1960s,happy
Cançó del Capvespre,Raimon,spotify:track:3ppkpec8JueQpM69tLSZNl,0.496,0.159,6,-15.863,1,0.0339,0.984,0.000507,0.114,0.0654,97.459,180687,4,26.72228,9,1960s,sad
Remember The Rain,Bob Lind,spotify:track:6XB9L1nzsoHvB2igECVjGe,0.566,0.622,4,-7.665,1,0.0302,0.243,0.0,0.191,0.763,110.979,168733,4,25.84568,10,1960s,happy
Cry Baby Cry,The Angels,spotify:track:5nZS7VzWL7rheLw46zdtKl,0.319,0.313,7,-12.775,1,0.0281,0.827,0.000126,0.37,0.472,171.878,170200,3,69.32345,7,1960s,surprise
To the Snake,Denise Levertov,spotify:track:5ASruA91DC0iL2TvSUrwgi,0.735,0.043,9,-23.015,0,0.705,0.724,0.0,0.216,0.344,117.102,72410,1,35.24403,4,1960s,sad
The Dancing Lesson (1966 Album),Jerry Goldsmith,spotify:track:2JrBRAA4n6WQiueBZHF7DV,0.535,0.154,6,-17.84,1,0.0422,0.949,0.0116,0.173,0.28,106.525,158819,4,23.11118,7,1960s,sad
Summer Samba (So Nice),Walter Wanderley,spotify:track:3EpJ36yrwkPvlUXKeQa7ca,0.746,0.529,9,-10.293,0,0.0312,0.714,0.000636,0.108,0.839,130.531,186960,4,28.98939,10,1960s,happy
Titoli 4,Giovanni Fusco,spotify:track:4G9tKmhLR6eqRN8BoWuVMn,0.527,0.0683,10,-25.04,0,0.0389,0.847,0.397,0.116,0.192,129.132,121720,4,58.19236,5,1960s,sad
How Firm a Foundation - Voice,Traditional,spotify:track:3C31JeesndNl3dsUf2k3X9,0.297,0.114,10,-17.844,1,0.0304,0.934,0.0,0.252,0.417,102.986,105160,4,26.59056,8,1960s,sad
What Now,Gene Chandler,spotify:track:2Pjiynk3ppiVHWXzoL05tV,0.401,0.606,5,-6.465,1,0.0651,0.619,0.0,0.104,0.687,185.89,170627,3,31.74986,9,1960s,fear
Keep On Pushing,The Impressions,spotify:track:5mDEEfMs1fHTjoEffGvnvr,0.677,0.539,6,-6.64,0,0.0408,0.687,0.0,0.128,0.695,133.621,155627,3,22.59573,8,1960s,sad
Please Let Me Wonder,The Beach Boys,spotify:track:0rttThNJX5cZLtQUASghA7,0.54,0.49,10,-8.141,1,0.0305,0.777,0.208,0.104,0.488,116.968,167267,4,19.69124,10,1960s,happy
Teenage Sonata,Sam Cooke,spotify:track:3G7spgNysEke1Fr8ZYYbwg,0.352,0.317,0,-8.694,1,0.0308,0.861,0.0,0.136,0.506,133.113,160440,4,21.19125,11,1960s,happy
Cuanto Te Debo,Vicente Fernández,spotify:track:13DllrCHrw0Hs8CxTKdDD5,0.537,0.421,0,-7.095,0,0.0277,0.519,0.0,0.383,0.784,103.032,164560,4,73.48739,6,1960s,happy
Hurt By Love,Inez Foxx,spotify:track:1AkTjO1bbDkkyaUbB5bxyj,0.738,0.574,2,-11.411,1,0.0348,0.724,0.0,0.0654,0.871,83.575,189773,4,34.78937,6,1960s,happy
Rock Me Baby,B.B. King,spotify:track:1bursm5ZnNHQS55a23h7kR,0.715,0.544,7,-8.768,1,0.0574,0.00197,0.0544,0.11,0.67,167.784,397200,4,34.90627,21,1960s,happy
The Young Folks,Diana Ross & The Supremes,spotify:track:1J9L1lhlcjL1W4G3cnXjLZ,0.448,0.438,5,-11.786,1,0.0261,0.141,1.71e-05,0.363,0.512,77.493,192360,4,69.58545,7,1960s,happy
Ebony Eyes,The Everly Brothers,spotify:track:5cGZE6yM5i0ZlWut6wawsN,0.401,0.161,4,-18.857,1,0.03,0.808,0.0,0.104,0.279,101.12,188093,3,66.25443,9,1960s,sad
I Guess I'm Crazy,Jim Reeves,spotify:track:4GPbOUUbitW3e6aEVccrhf,0.497,0.261,4,-13.869,1,0.0273,0.761,0.000291,0.363,0.616,93.636,142153,3,36.99143,8,1960s,happy
I Talk To The Wind,King Crimson,spotify:track:2htrobARQSYCNg46T1HO5D,0.273,0.308,4,-17.588,0,0.0377,0.539,0.636,0.11,0.313,81.028,365659,4,38.26301,15,1960s,sad
Se Você Pensa - Versão remasterizada,Roberto Carlos,spotify:track:33FX4YUWdKoJD1NKspznSB,0.588,0.527,7,-11.19,0,0.0382,0.0343,3.94e-06,0.0526,0.679,105.964,161827,4,35.06016,11,1960s,sad
Priscilla,Soft Machine,spotify:track:763V11ALJGYjOzfHU0liqY,0.346,0.268,9,-19.185,0,0.0315,0.531,0.818,0.156,0.372,129.332,63280,4,19.24414,3,1960s,sad
Lo Sé (I Will),Enrique Guzman,spotify:track:44e9LIUfePfNRSR3KdVsEf,0.702,0.384,5,-11.985,1,0.0625,0.687,1.79e-05,0.106,0.645,97.922,159707,4,34.89862,8,1960s,happy
Band Rehearsal,Jerry Goldsmith,spotify:track:1riSnKatKvkOGrM33keSqU,0.549,0.321,10,-16.011,1,0.0352,0.938,0.758,0.0891,0.793,128.549,77506,4,22.92053,5,1960s,happy
Don't Bring Me Down,The Animals,spotify:track:15ZTgm66bORwVxRQySgMkN,0.53,0.789,10,-5.662,1,0.046,0.357,0.0836,0.121,0.784,116.82,196653,4,25.93247,10,1960s,happy
Warm And Tender Love,Percy Sledge,spotify:track:3AcmG9xPYVeir8E6StWIQO,0.493,0.267,2,-11.878,1,0.0238,0.626,1.49e-05,0.365,0.615,81.86,201573,4,32.89562,9,1960s,happy
Un Muchacho Como Yo,Palito Ortega,spotify:track:7M53id27pjQ5u54vB3OzLV,0.608,0.859,7,-6.14,0,0.0522,0.668,8.24e-06,0.726,0.951,87.639,126347,4,27.90744,7,1960s,happy
Pictures Of Lily,The Who,spotify:track:123RhEzztpTieeEd13NexC,0.524,0.668,7,-10.609,1,0.0432,0.373,0.0,0.159,0.794,126.845,162760,4,35.24915,9,1960s,happy
"Symphony No. 4 in A Major, Op. 90 ""Italian"": III. Con moto moderato",National Philharmonic Orchestra,spotify:track:0qFezIZ1WZKMXOR4UEvP70,0.228,0.0664,4,-22.765,1,0.0416,0.964,0.858,0.349,0.104,60.806,391467,3,33.32801,19,1960s,sad
"Gallo Rojo, Gallo Negro (Los Dos Gallos)",Chicho Sánchez Ferlosio,spotify:track:4ae1RpazXkI4mQnUrOYPJU,0.663,0.116,4,-12.067,0,0.0944,0.986,1.01e-05,0.0829,0.438,110.182,238800,3,36.47781,11,1960s,sad
If I'm A Fool For Loving You,Bobby Wood,spotify:track:5c8oQiQd2bj1rr5qRqEuPZ,0.37,0.35,5,-6.887,1,0.0271,0.912,0.0,0.263,0.593,86.74,148107,4,40.50267,5,1960s,happy
Mary Had A Little Lamb,Buddy Guy,spotify:track:6TNNss0QAjTi14I5CVfMpJ,0.747,0.446,9,-13.386,1,0.0374,0.792,0.13,0.0875,0.804,125.534,152600,4,47.09546,7,1960s,happy
It'S A Raggy Waltz,Dave Brubeck,spotify:track:2nqBrxZY7sbHInTwXszv0x,0.462,0.41,8,-13.3,1,0.0409,0.675,0.0164,0.131,0.684,166.28,311640,3,35.43375,16,1960s,surprise
Love Can Tame the Wild - Bonus Track,The Monks,spotify:track:7DD7GwnhXajhEHTtRqnfsc,0.642,0.454,4,-9.631,1,0.0323,0.749,0.0,0.182,0.903,112.191,158333,4,37.90441,7,1960s,happy
Aade Paade Pasi Vada - Male Vocals,P. Susheela,spotify:track:1xd9netDN2VsvF5EyhO3eR,0.452,0.577,6,-9.166,1,0.0585,0.669,0.0012,0.244,0.894,110.103,212147,4,31.48247,9,1960s,happy
She Cried,Jay & The Americans,spotify:track:6MQdBUknEEIKktUGg4NMzO,0.418,0.368,10,-10.726,0,0.0271,0.747,0.00115,0.124,0.552,99.952,157453,4,63.93165,7,1960s,sad
69 année érotique,Serge Gainsbourg,spotify:track:77eVngZmeOMckhdBGU2rHl,0.545,0.345,7,-14.079,1,0.0318,0.476,0.000948,0.134,0.681,120.719,197640,4,35.26239,12,1960s,happy
Starlight Noodle,Silver Apples,spotify:track:2GIo8UpqFP0nzcvNtJte2I,0.605,0.529,7,-11.792,1,0.0491,0.0434,0.962,0.0923,0.573,113.308,280507,4,23.44739,13,1960s,happy
"Adeus, Adeus Morena",Carmelia Alves,spotify:track:2sO5VX0GNlavahr1v2IGVv,0.455,0.855,8,-6.926,1,0.051,0.584,0.0,0.148,0.831,127.883,200229,4,28.18509,11,1960s,happy
If You Think I'm Licked,Mal Waldron,spotify:track:3q7QagxpFhSX5C6TFjF87m,0.432,0.522,3,-6.533,1,0.042,0.959,0.858,0.2,0.465,92.745,419800,4,53.65011,19,1960s,happy
"Der Waffenschmied: Akt II - Duett ""Ihr wisst, dass er Euch liebt?""",Staatskapelle Berlin,spotify:track:0IKiy9NJ7LzSHjTvsQDloU,0.449,0.15,9,-18.685,1,0.0517,0.979,9.26e-05,0.18,0.22,127.954,439067,4,45.83027,18,1960s,sad
La Traviata: Act I: Libiamo ne' lieti calici,Giuseppe Verdi,spotify:track:5QjvmsHpduiaQGpXxu8stv,0.268,0.169,10,-17.217,1,0.0617,0.954,0.000115,0.439,0.224,181.232,183573,3,18.02088,9,1960s,sad
All Of Me,Lee Konitz,spotify:track:3Fa1u9uDaAvLq77HsS4yuM,0.498,0.65,1,-12.708,1,0.106,0.505,0.204,0.111,0.695,125.523,457187,4,23.66867,22,1960s,happy
The Happy Song (Dum-Dum),Otis Redding,spotify:track:6hUozGJ8EPaUvqyOM0nxIk,0.733,0.394,9,-9.867,1,0.03,0.249,6.19e-06,0.249,0.792,99.787,161573,4,28.5752,9,1960s,happy
Revolution,The Beatles,spotify:track:3UDmHZcBTQp8Iu8droNtUl,0.407,0.834,6,-9.224,1,0.208,0.0734,0.00021,0.241,0.71,121.38,205293,4,27.55916,11,1960s,happy
Not Enough Indians,Dean Martin,spotify:track:3qxvIhgdd3k22ioRqmgamM,0.557,0.423,2,-11.415,1,0.0409,0.845,0.0,0.444,0.699,141.635,206880,4,39.12729,12,1960s,surprise
Please Return Your Love To Me,The Temptations,spotify:track:7olWVrJ6syY0PrX1d7KSge,0.446,0.349,7,-11.99,1,0.0425,0.711,0.0,0.0601,0.85,163.446,143933,4,23.60924,9,1960s,happy
Ela É Carioca,MPB4,spotify:track:0y6mxMECDjpfvOjTYSIYu3,0.603,0.265,11,-10.631,1,0.0351,0.851,0.394,0.718,0.413,104.54,141125,4,36.75578,7,1960s,happy
Oryge,Francy Boland,spotify:track:6GuD5SzJc3Wo9PA9i11jkj,0.525,0.556,4,-10.96,0,0.0409,0.247,0.000569,0.291,0.72,98.077,24183,5,0.0,2,1960s,happy
