name,artist,spotify_id,tags,genre,year,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_track_url
Evenfall,Tristania,0TdAtIAS07fiRI6nniXuJ9,"doom_metal, gothic_metal, gothic, symphonic_metal",unknown,1998,413693,0.506,0.861,-10.967,0.0365,0.00248,0.132,0.315,0.523,120.043,https://open.spotify.com/track/0TdAtIAS07fiRI6nniXuJ9
Be Forewarned,Pentagram,1KSbijiukjfXNJGET3oPug,doom_metal,Metal,1994,436786,0.341,0.685,-8.442,0.0422,0.0191,0.000263,0.075,0.197,112.122,https://open.spotify.com/track/1KSbijiukjfXNJGET3oPug
Tranquilized,Acid Bath,2CPrVixSMWlFl2t61y5YIr,doom_metal,unknown,1994,253973,0.221,0.871,-4.904,0.0727,5.48e-05,0.141,0.0653,0.359,107.07,https://open.spotify.com/track/2CPrVixSMWlFl2t61y5YIr
Frost Hammer,High on Fire,1MtMT2k192y0Cbmmofq3RI,"metal, doom_metal",Metal,2010,367333,0.174,0.964,-5.444,0.0637,4.29e-05,0.609,0.15,0.481,176.395,https://open.spotify.com/track/1MtMT2k192y0Cbmmofq3RI
The Black River,The Sword,0tjtFe9esNdjRwDZj3kKVF,doom_metal,unknown,2008,352333,0.368,0.909,-4.946,0.0449,0.0183,0.871,0.126,0.347,90.65,https://open.spotify.com/track/0tjtFe9esNdjRwDZj3kKVF
Bring Me Victory,My Dying Bride,0J3kguLSgETwDrwfwfBgwg,"doom_metal, gothic_metal",Metal,2009,247413,0.438,0.864,-9.029,0.0515,0.000146,0.0811,0.0885,0.231,124.739,https://open.spotify.com/track/0J3kguLSgETwDrwfwfBgwg
Khanrad's Wall,High on Fire,4Yyf52f1pl5bpiQFHaVoBg,"instrumental, doom_metal",Metal,2007,146693,0.289,0.978,-6.37,0.0406,0.0592,0.76,0.64,0.599,165.49,https://open.spotify.com/track/4Yyf52f1pl5bpiQFHaVoBg
On the Mountain at Dawn,Om,0QK5v6j4Tw9cUzx18H1Ijr,"psychedelic, doom_metal, psychedelic_rock",Rock,2005,1278466,0.266,0.893,-4.213,0.0395,0.0182,0.599,0.349,0.194,120.961,https://open.spotify.com/track/0QK5v6j4Tw9cUzx18H1Ijr
Channel For The Pain,Paradise Lost,0mEXtyUZAUjki6RZV0s9WB,"doom_metal, gothic_metal",Metal,2002,233013,0.47,0.964,-7.01,0.0681,0.000395,0.738,0.416,0.208,152.059,https://open.spotify.com/track/0mEXtyUZAUjki6RZV0s9WB
Your Shameful Heaven,My Dying Bride,0tO3xfHVkends5klwvJdG4,"doom_metal, gothic_metal",unknown,1995,419786,0.249,0.826,-8.408,0.0423,0.000243,0.0188,0.108,0.145,94.458,https://open.spotify.com/track/0tO3xfHVkends5klwvJdG4
Turn Loose the Swans,My Dying Bride,0it8XvtWgtIknj6uWLnpQ4,"doom_metal, gothic_metal",Metal,2003,607760,0.259,0.634,-8.288,0.0408,0.014,0.228,0.277,0.118,137.983,https://open.spotify.com/track/0it8XvtWgtIknj6uWLnpQ4
The Solitude,Draconian,0l5W4rjTSYCk3gb8VTCv1T,"doom_metal, gothic_metal, symphonic_metal",unknown,2003,474226,0.315,0.621,-4.449,0.0351,6.87e-06,0.833,0.363,0.214,119.886,https://open.spotify.com/track/0l5W4rjTSYCk3gb8VTCv1T
Receiver,Cult of Luna,0NXD1ulRi5QHpQr0dXNw4T,doom_metal,Folk,2003,489040,0.252,0.829,-5.743,0.0646,0.000205,0.912,0.374,0.139,128.788,https://open.spotify.com/track/0NXD1ulRi5QHpQr0dXNw4T
Lydia,Paradise Lost,4taPjLTdlye8AcCrCL1DvD,"doom_metal, gothic_metal",Rock,1997,212106,0.455,0.876,-6.977,0.0355,0.0032,0.411,0.561,0.384,100.026,https://open.spotify.com/track/4taPjLTdlye8AcCrCL1DvD
Dying Inside,Saint Vitus,19olraJp56OeGTQSZwLZc1,doom_metal,unknown,1991,445126,0.313,0.406,-14.754,0.0347,0.0278,0.000437,0.125,0.218,112.856,https://open.spotify.com/track/19olraJp56OeGTQSZwLZc1
Cheap Vodka,Acid Bath,1bwsm58CrY1xbTKqpau4NA,"metal, doom_metal",Metal,1994,134826,0.276,0.97,-4.384,0.0957,2.02e-05,0.667,0.0556,0.475,84.648,https://open.spotify.com/track/1bwsm58CrY1xbTKqpau4NA
Lack Of Almost Everything,Eyehategod,02obTLdDoLdKrEl7A0fYRD,doom_metal,Metal,2001,221466,0.236,0.845,-10.363,0.0593,0.393,0.00246,0.34,0.0639,96.767,https://open.spotify.com/track/02obTLdDoLdKrEl7A0fYRD
Dogs Holy Life,Eyehategod,0jymx2S7YNHauUPU3zFPNv,"metal, doom_metal",Metal,1996,70600,0.206,0.917,-6.615,0.0932,9.7e-05,0.604,0.0716,0.438,148.237,https://open.spotify.com/track/0jymx2S7YNHauUPU3zFPNv
I Remain,Paradise Lost,0wx5LoU6KXP6SGStMskESW,"doom_metal, gothic_metal",unknown,2009,249173,0.521,0.907,-5.996,0.0416,4.45e-05,0.0679,0.105,0.249,112.691,https://open.spotify.com/track/0wx5LoU6KXP6SGStMskESW
The Turn of the Screw,Heaven & Hell,5kdo13rzK64RTykjxxABNd,"heavy_metal, doom_metal",unknown,2009,300093,0.496,0.906,-4.994,0.0417,0.00151,2.71e-05,0.0615,0.52,117.948,https://open.spotify.com/track/5kdo13rzK64RTykjxxABNd
The Songless Bird,My Dying Bride,14o7xmIFvYcaQYQh8VZEqq,"doom_metal, gothic_metal",Metal,1993,419973,0.278,0.794,-7.539,0.0493,0.0291,0.0656,0.0675,0.0804,101.711,https://open.spotify.com/track/14o7xmIFvYcaQYQh8VZEqq
Sleepless Swans,Swallow the Sun,2A088v5Q2TFETN08VpBbE0,doom_metal,unknown,2009,443600,0.407,0.51,-8.645,0.0369,0.00328,0.839,0.204,0.0626,120.201,https://open.spotify.com/track/2A088v5Q2TFETN08VpBbE0
Monotonë,Theatre of Tragedy,0KuXHDUqvOxaemZhHhYvrA,"doom_metal, gothic_metal, gothic",Metal,1995,190466,0.226,0.604,-9.366,0.0339,2.01e-06,0.884,0.123,0.308,127.755,https://open.spotify.com/track/0KuXHDUqvOxaemZhHhYvrA
Dark Are the Veils of Death,Candlemass,0mXczc5ph7Y2dsAbtSsWIz,doom_metal,unknown,1990,242560,0.154,0.99,-3.14,0.0749,0.000136,0.545,0.911,0.0942,103.046,https://open.spotify.com/track/0mXczc5ph7Y2dsAbtSsWIz
And I Walk With Them,My Dying Bride,1d0CVt3lqnko2CE69FFIcc,"doom_metal, gothic_metal",Metal,2006,396293,0.3,0.71,-6.798,0.0336,1.05e-05,0.116,0.127,0.24,131.546,https://open.spotify.com/track/1d0CVt3lqnko2CE69FFIcc
When The Dying Calls,Danzig,1KsN3G1V0DQ35Cty3BppO7,"metal, hard_rock, heavy_metal, doom_metal, blues_rock",Metal,1992,211626,0.494,0.962,-8.368,0.173,0.00328,0.0017,0.387,0.211,145.303,https://open.spotify.com/track/1KsN3G1V0DQ35Cty3BppO7
Last Regret,Paradise Lost,295PbxZyV23mm51btEQoHm,"doom_metal, gothic_metal",Rock,2009,266453,0.455,0.855,-7.034,0.0508,6.18e-05,0.00729,0.177,0.133,135.095,https://open.spotify.com/track/295PbxZyV23mm51btEQoHm
"Drive Fast, Take Chances",Acid King,3xkSCDFS30Sslk3dw3fTxe,doom_metal,unknown,2004,512466,0.211,0.525,-7.741,0.0307,0.000279,0.632,0.118,0.237,91.052,https://open.spotify.com/track/3xkSCDFS30Sslk3dw3fTxe
Under the Boughs,The Sword,185YVCSTh7LKPfiu7Rqgv7,doom_metal,unknown,2008,299000,0.209,0.939,-3.707,0.0763,0.164,0.672,0.0702,0.346,138.333,https://open.spotify.com/track/185YVCSTh7LKPfiu7Rqgv7
All Swept Away,My Dying Bride,0bh6kdkzMjXb5wGc2GivkT,"doom_metal, symphonic_metal",unknown,1996,257640,0.182,0.764,-8.385,0.0419,1.76e-05,0.573,0.176,0.48,83.952,https://open.spotify.com/track/0bh6kdkzMjXb5wGc2GivkT
Depress,Eyehategod,0cap2x6mn7yWmp73UOUeAh,doom_metal,unknown,2000,249373,0.195,0.613,-8.57,0.043,6.81e-05,0.203,0.12,0.291,116.002,https://open.spotify.com/track/0cap2x6mn7yWmp73UOUeAh
Neverwhere,Heaven & Hell,3mctelZdug3PSOl8hi8bq8,"heavy_metal, doom_metal",unknown,2009,272520,0.205,0.939,-4.524,0.0824,0.00421,2.45e-05,0.14,0.369,165.363,https://open.spotify.com/track/3mctelZdug3PSOl8hi8bq8
Forever Autumn,Lake of Tears,25ykJCxksOh2mWWOF7hCOM,"doom_metal, gothic_metal",unknown,1999,355933,0.664,0.472,-9.914,0.0273,0.342,0.00162,0.121,0.172,115.818,https://open.spotify.com/track/25ykJCxksOh2mWWOF7hCOM
Amerijuanican,Bongzilla,6qtOLty0PLTeZi1SMjhGMB,doom_metal,unknown,2005,406346,0.189,0.891,-6.085,0.0626,0.0231,0.947,0.442,0.505,96.018,https://open.spotify.com/track/6qtOLty0PLTeZi1SMjhGMB
Ain't Life Grand,Black Label Society,06NIwlxvgQ5btZ6pNCYheV,"heavy_metal, doom_metal",unknown,2000,278146,0.28,0.875,-5.138,0.0774,3.12e-05,0.0,0.417,0.311,81.482,https://open.spotify.com/track/06NIwlxvgQ5btZ6pNCYheV
The Sleeping Beauty,Tiamat,0oZTkZBm4nm6bWWLKoQ95o,"doom_metal, gothic_metal",Rock,1992,250533,0.493,0.785,-7.662,0.0314,0.00166,0.00388,0.0771,0.351,79.734,https://open.spotify.com/track/0oZTkZBm4nm6bWWLKoQ95o
Codex Gigas,Candlemass,0FK8UHo1Qm4ZBH2yu4hrI9,doom_metal,unknown,1987,139546,0.164,0.679,-5.485,0.0582,1.23e-06,0.87,0.0858,0.199,128.972,https://open.spotify.com/track/0FK8UHo1Qm4ZBH2yu4hrI9
Sear Me III,My Dying Bride,0GpmGblzq5ET90OLoS47yp,doom_metal,unknown,1999,326613,0.102,0.508,-9.922,0.0386,2.1e-05,0.494,0.297,0.172,73.942,https://open.spotify.com/track/0GpmGblzq5ET90OLoS47yp
Another Face in a Window,Antimatter,1gNiP76Y6ibpxh1E2xWhIK,"progressive_rock, doom_metal, dark_ambient",Rock,2007,412480,0.279,0.307,-11.991,0.0318,0.89,0.123,0.112,0.119,109.479,https://open.spotify.com/track/1gNiP76Y6ibpxh1E2xWhIK
Blank,Eyehategod,2Bqedxs5FwEjrwdA4M0Kjt,doom_metal,unknown,1993,426786,0.24,0.67,-7.226,0.0426,3.83e-05,0.25,0.0793,0.182,119.342,https://open.spotify.com/track/2Bqedxs5FwEjrwdA4M0Kjt
Grace Unhearing,My Dying Bride,0bbcy08hClzZ52m3azPp5e,"doom_metal, gothic_metal",unknown,1996,439133,0.188,0.809,-6.775,0.0515,4.72e-05,0.0356,0.102,0.187,104.086,https://open.spotify.com/track/0bbcy08hClzZ52m3azPp5e
Hold This Woe,Swallow the Sun,14MLdwRULD3JR6A5Zr6Mld,doom_metal,unknown,2003,484706,0.413,0.813,-4.927,0.0367,0.00286,0.213,0.073,0.109,123.018,https://open.spotify.com/track/14MLdwRULD3JR6A5Zr6Mld
Slow Down!,Moonspell,2pxAefbs788H1VOy1fXyym,"doom_metal, gothic_metal",Metal,1998,40093,0.148,0.526,-14.257,0.0801,0.355,0.927,0.339,0.039,61.227,https://open.spotify.com/track/2pxAefbs788H1VOy1fXyym
Bastard Samurai,High on Fire,1pvm5UElsBHX5VAYBaeE5g,"metal, doom_metal",Metal,2010,397226,0.369,0.727,-6.78,0.0376,0.000368,0.662,0.128,0.0855,114.4,https://open.spotify.com/track/1pvm5UElsBHX5VAYBaeE5g
Peace Thru War (Thru Peace And War),Eyehategod,0toGF4r3EBuxtgZ6yh1ypR,doom_metal,unknown,1996,107253,0.16,0.757,-8.016,0.0455,2.23e-05,0.922,0.576,0.415,92.387,https://open.spotify.com/track/0toGF4r3EBuxtgZ6yh1ypR
Kapila's Theme,Om,03mFodzG80xtzXXVOLrGXG,"psychedelic, doom_metal, guitar",Rock,2005,716653,0.15,0.704,-5.586,0.0341,0.000148,0.227,0.622,0.235,88.79,https://open.spotify.com/track/03mFodzG80xtzXXVOLrGXG
Lipsill,Dungen,2jcyzY2z2boZyY50wslau1,"rock, indie, psychedelic, doom_metal, psychedelic_rock, swedish",Rock,2004,165626,0.0618,0.737,-5.452,0.0436,0.0532,0.182,0.727,0.464,199.637,https://open.spotify.com/track/2jcyzY2z2boZyY50wslau1
Capricorn At Her Feet,Moonspell,3z4mATRCTBgrERyV1csdLo,"doom_metal, gothic_metal",unknown,2007,364786,0.379,0.726,-5.633,0.0561,0.014,0.693,0.175,0.186,122.372,https://open.spotify.com/track/3z4mATRCTBgrERyV1csdLo
"Maiden, Mother & Crone",The Sword,0yJ1IaYg5NIAuw1gXgpK7T,doom_metal,unknown,2008,239466,0.435,0.913,-3.802,0.0583,0.00535,0.0106,0.0373,0.54,105.137,https://open.spotify.com/track/0yJ1IaYg5NIAuw1gXgpK7T
It Will Come,My Dying Bride,0a1uUA4WOhLZvc23wCpn96,"doom_metal, gothic_metal, symphonic_metal",Rock,1996,267066,0.259,0.665,-8.616,0.0338,0.000105,0.701,0.0889,0.351,108.748,https://open.spotify.com/track/0a1uUA4WOhLZvc23wCpn96
Foreigner,Pallbearer,50hpcNkwVXJVlbmhVE24Uj,doom_metal,unknown,2012,741000,0.256,0.497,-11.486,0.0634,0.0459,0.172,0.16,0.282,113.769,https://open.spotify.com/track/50hpcNkwVXJVlbmhVE24Uj
Angélique,Theatre of Tragedy,0uH2EKdGlegQpYLFEFFyGv,"doom_metal, gothic_metal",unknown,1998,346106,0.427,0.666,-7.01,0.03,0.00687,0.0988,0.145,0.319,114.014,https://open.spotify.com/track/0uH2EKdGlegQpYLFEFFyGv
The Freak Show,Antimatter,6eoxPGcuqh3Ot2CGhotKr8,"progressive_rock, doom_metal, dark_ambient",Rock,2007,310640,0.331,0.666,-8.355,0.0366,0.343,0.0,0.126,0.0686,105.582,https://open.spotify.com/track/6eoxPGcuqh3Ot2CGhotKr8
The White Sea,The Sword,07o5xS14b4hj77kzbAKDKP,"instrumental, heavy_metal, doom_metal, psychedelic_rock",Metal,2008,442720,0.225,0.911,-5.4,0.0803,0.00337,0.876,0.101,0.243,128.391,https://open.spotify.com/track/07o5xS14b4hj77kzbAKDKP
Christendom,Paradise Lost,0Yh2Td8MV58ZqOEYbDb0Y1,"doom_metal, gothic_metal",unknown,1996,270800,0.442,0.596,-12.191,0.0354,0.00908,0.376,0.205,0.355,105.26,https://open.spotify.com/track/0Yh2Td8MV58ZqOEYbDb0Y1
Sweetwater,Lake of Tears,1eK8xzh15dm1Tgugp830zk,"doom_metal, gothic_metal, swedish",Rock,1995,272906,0.504,0.628,-8.304,0.0231,0.000821,0.0,0.114,0.358,92.067,https://open.spotify.com/track/1eK8xzh15dm1Tgugp830zk
Desolate,Paradise Lost,04JnpPSHeebahRUbFGtObd,"instrumental, doom_metal, gothic_metal, gothic",unknown,1991,112706,0.255,0.373,-8.596,0.0335,0.183,0.983,0.137,0.0492,74.985,https://open.spotify.com/track/04JnpPSHeebahRUbFGtObd
Living With Scars,Paradise Lost,2RHxJkZ5i2aehTJGVyfUcA,"doom_metal, gothic_metal",Metal,2009,263040,0.412,0.932,-5.365,0.0594,2.64e-06,0.074,0.102,0.336,145.114,https://open.spotify.com/track/2RHxJkZ5i2aehTJGVyfUcA
On Whom the Moon Doth Shine,Theatre of Tragedy,2sXyj5A9anZwHdIwK0Jrq4,"doom_metal, gothic_metal, gothic, symphonic_metal",unknown,2013,375426,0.259,0.577,-7.587,0.0313,0.0121,0.0155,0.0753,0.133,116.663,https://open.spotify.com/track/2sXyj5A9anZwHdIwK0Jrq4
The Painless,Paradise Lost,22lDTnVE32wRtprlFKcL6d,"doom_metal, gothic_metal, gothic",Metal,1991,238573,0.169,0.934,-5.352,0.102,0.00164,0.0534,0.09,0.176,115.141,https://open.spotify.com/track/22lDTnVE32wRtprlFKcL6d
Abysmo,Moonspell,0E7kSXsYG7eg8wxcJqmjUI,"doom_metal, gothic_metal",Metal,1998,299800,0.383,0.953,-5.999,0.0596,0.000198,0.399,0.0893,0.232,137.101,https://open.spotify.com/track/0E7kSXsYG7eg8wxcJqmjUI
The Sufferer,Paradise Lost,060gjduFAWWfWkS2U18kqp,"doom_metal, gothic_metal",Reggae,1997,269893,0.432,0.643,-8.558,0.0405,0.00247,0.000333,0.0751,0.285,157.671,https://open.spotify.com/track/060gjduFAWWfWkS2U18kqp
"The Blood, the Wine, the Roses",My Dying Bride,0bvdpokjQ0N0IO2aXZ6lCi,"doom_metal, gothic_metal",Metal,2006,503400,0.302,0.669,-7.262,0.0322,2.67e-05,0.0728,0.0674,0.303,97.491,https://open.spotify.com/track/0bvdpokjQ0N0IO2aXZ6lCi
Marche Funebre,Candlemass,1xHiA1HiwQA6dC1enY7Mnv,doom_metal,unknown,1987,141533,0.0709,0.245,-6.011,0.0424,7.69e-06,0.938,0.229,0.515,80.176,https://open.spotify.com/track/1xHiA1HiwQA6dC1enY7Mnv
Return To NOD,High on Fire,2vXKExfP0GuYgUKSbiKL2r,"metal, doom_metal",Metal,2007,377120,0.203,0.981,-4.432,0.079,4.73e-06,0.372,0.0801,0.432,170.885,https://open.spotify.com/track/2vXKExfP0GuYgUKSbiKL2r
Descending Winters,Swallow the Sun,2p0j5dPDqfkT24R6sTxWlg,doom_metal,unknown,2005,371000,0.285,0.912,-4.759,0.064,0.0326,0.0126,0.359,0.225,134.875,https://open.spotify.com/track/2p0j5dPDqfkT24R6sTxWlg
Death Row,Pentagram,0Ci2oqWMnT8HEXDmCTpjai,"heavy_metal, doom_metal",unknown,2002,250520,0.261,0.826,-6.822,0.0539,0.0985,0.00328,0.152,0.567,131.631,https://open.spotify.com/track/0Ci2oqWMnT8HEXDmCTpjai
The Dark Caress,My Dying Bride,0eQjkfU9AuMkS3Rvl5lCEY,"doom_metal, gothic_metal",unknown,2003,358733,0.17,0.782,-8.531,0.0566,9.09e-05,0.603,0.0698,0.367,86.91,https://open.spotify.com/track/0eQjkfU9AuMkS3Rvl5lCEY
Love's Intolerable Pain,My Dying Bride,0YX0R7vRHAuF6vWunWe9Q7,"doom_metal, gothic_metal",Metal,2006,374173,0.258,0.756,-6.537,0.0411,4.04e-05,0.057,0.311,0.215,129.497,https://open.spotify.com/track/0YX0R7vRHAuF6vWunWe9Q7
Night City,The Sword,2giq9R2ajXFroag9bkNhC3,"rock, doom_metal",Rock,2010,230226,0.369,0.937,-4.43,0.0806,0.00417,0.0342,0.314,0.638,144.53,https://open.spotify.com/track/2giq9R2ajXFroag9bkNhC3
Wreck,Paradise Lost,3ANsRoLfDReAccVRz1Sfmv,"doom_metal, gothic_metal",unknown,2018,281533,0.53,0.686,-8.13,0.0355,0.000518,5.5e-05,0.173,0.191,143.176,https://open.spotify.com/track/3ANsRoLfDReAccVRz1Sfmv
The Frost-Giant's Daughter,The Sword,0L9K6cyYE6Nez5jFw89ABD,"metal, doom_metal",unknown,2008,306346,0.293,0.928,-4.756,0.0911,0.00955,0.684,0.0919,0.434,111.789,https://open.spotify.com/track/0L9K6cyYE6Nez5jFw89ABD
Your Blessened,Melvins,76K8cvWGrfxux1pwPU1E5D,"metal, doom_metal, grunge",unknown,1991,339066,0.41,0.237,-15.878,0.0371,0.00413,0.697,0.0844,0.328,117.843,https://open.spotify.com/track/76K8cvWGrfxux1pwPU1E5D
Annapurna,Om,4e4miLuZAJuhyLXjgnCPg1,"psychedelic, doom_metal, psychedelic_rock",Rock,2005,714666,0.259,0.858,-5.218,0.0407,2.97e-05,0.513,0.11,0.327,114.39,https://open.spotify.com/track/4e4miLuZAJuhyLXjgnCPg1
Cyclopian Scape,High on Fire,2cJGXrQetEEcEJ18vZ88K7,doom_metal,Metal,2007,449240,0.279,0.951,-5.159,0.0683,6.8e-05,0.0479,0.237,0.3,139.667,https://open.spotify.com/track/2cJGXrQetEEcEJ18vZ88K7
Sear Me,My Dying Bride,2BmK1aWv8NKTeznv0W01p3,"doom_metal, gothic_metal",unknown,1992,546146,0.262,0.847,-8.636,0.0875,0.00101,0.499,0.0697,0.501,138.211,https://open.spotify.com/track/2BmK1aWv8NKTeznv0W01p3
Bloodflower,Draconian,0DCq14uQxCv75lLAQIsIjo,"doom_metal, gothic_metal",unknown,2008,332080,0.394,0.878,-4.768,0.0459,0.000722,0.00366,0.12,0.125,139.946,https://open.spotify.com/track/0DCq14uQxCv75lLAQIsIjo
Where Shadows Dance,Anathema,0g0m0as26BhmcfgKQ7xlmp,doom_metal,Metal,1993,118093,0.292,0.941,-11.304,0.0463,0.000593,0.905,0.369,0.614,134.598,https://open.spotify.com/track/0g0m0as26BhmcfgKQ7xlmp
Le Figlie della Tempesta,My Dying Bride,1mF3pwBYLP1W4SYI6pLVcw,"doom_metal, gothic_metal",unknown,2001,608493,0.385,0.818,-10.375,0.0512,0.05,0.735,0.104,0.18,116.87,https://open.spotify.com/track/1mF3pwBYLP1W4SYI6pLVcw
Lights on the Lake (Horror Pt. III),Swallow the Sun,1u6G5NVDctyFQtXZwkkkeQ,doom_metal,unknown,2009,465640,0.201,0.662,-7.459,0.0386,0.00154,0.758,0.102,0.0965,155.046,https://open.spotify.com/track/1u6G5NVDctyFQtXZwkkkeQ
As Long As You Are Mine,Tiamat,0a12uVAuOaPIalOjaFSJLm,"doom_metal, gothic_metal, swedish",unknown,1999,280106,0.473,0.741,-6.283,0.0383,0.00569,0.802,0.202,0.117,120.092,https://open.spotify.com/track/0a12uVAuOaPIalOjaFSJLm
Seraphic Deviltry,Theatre of Tragedy,02KybIybHyEzc9QWOP0F8x,"doom_metal, gothic_metal, gothic, symphonic_metal",Metal,2013,318000,0.529,0.683,-8.675,0.0291,5.55e-05,0.00263,0.294,0.351,120.104,https://open.spotify.com/track/02KybIybHyEzc9QWOP0F8x
The Morning Never Came,Swallow the Sun,39yMU06VHYMz1Nt1VP9Aod,doom_metal,unknown,2003,561240,0.449,0.774,-5.211,0.0373,0.0145,0.354,0.219,0.0944,123.009,https://open.spotify.com/track/39yMU06VHYMz1Nt1VP9Aod
Dope Fiend,Acid Bath,1Eqs8bNku3epgecCIKzwql,"metal, doom_metal, grunge",unknown,2005,305906,0.299,0.758,-7.986,0.0403,0.00449,0.0441,0.116,0.237,135.51,https://open.spotify.com/track/1Eqs8bNku3epgecCIKzwql
Universal Dream,Paradise Lost,07LZvCzYuGCrmh8mHsJkWV,"doom_metal, gothic_metal",Metal,2009,257866,0.375,0.948,-4.969,0.0521,3.26e-05,0.00147,0.0412,0.333,180.227,https://open.spotify.com/track/07LZvCzYuGCrmh8mHsJkWV
Angelic,Antimatter,122ho8sTOeiQR0nNCPl4Lo,"ambient, doom_metal, dark_ambient",Rock,2002,272560,0.471,0.334,-12.506,0.03,0.977,0.867,0.124,0.0924,107.27,https://open.spotify.com/track/122ho8sTOeiQR0nNCPl4Lo
Bad Vision,Acid King,3JX894fcj4yHhkud4rQ3aX,"metal, doom_metal",unknown,2005,232546,0.259,0.834,-6.825,0.0456,3.01e-06,0.928,0.0748,0.353,117.201,https://open.spotify.com/track/3JX894fcj4yHhkud4rQ3aX
The Great God Pan,Blood Ceremony,4BuyGO4qCYAMTZ9mCGbZY1,"doom_metal, psychedelic_rock",unknown,2011,450533,0.14,0.829,-6.8,0.0477,0.000406,0.443,0.233,0.379,155.827,https://open.spotify.com/track/4BuyGO4qCYAMTZ9mCGbZY1
Nihil,Tiamat,26Wk4Kbeoqvv0bGG7Z1eVe,"doom_metal, gothic_metal, gothic",unknown,2004,369680,0.491,0.565,-6.639,0.0251,0.0037,0.0701,0.331,0.171,96.031,https://open.spotify.com/track/26Wk4Kbeoqvv0bGG7Z1eVe
Witchfinder General,Witchfinder General,4Q1z3m85SjsfDxw4YV0gYR,"heavy_metal, doom_metal",Metal,1982,231826,0.226,0.708,-9.597,0.0669,0.411,0.0,0.351,0.42,190.762,https://open.spotify.com/track/4Q1z3m85SjsfDxw4YV0gYR
Black Candles,Candlemass,02u2QlH13bpTxZuEllUlFR,doom_metal,unknown,1987,135813,0.4,0.812,-8.459,0.0389,0.0035,0.883,0.131,0.106,117.857,https://open.spotify.com/track/02u2QlH13bpTxZuEllUlFR
We Live,Electric Wizard,0u7QFXtLbBoH2HI6mugWsy,doom_metal,unknown,2004,465840,0.182,0.68,-7.48,0.0582,0.00112,0.119,0.661,0.194,126.856,https://open.spotify.com/track/0u7QFXtLbBoH2HI6mugWsy
Hopkins (The Witchfinder General),Cathedral,05eMX4aLi1ZzcGvL5vkLqX,doom_metal,unknown,1995,318960,0.322,0.959,-6.304,0.0962,0.000101,0.00831,0.09,0.22,137.119,https://open.spotify.com/track/05eMX4aLi1ZzcGvL5vkLqX
Servant of Sorrow,Swallow the Sun,1ERvWodMpSipkbpLXeTcuH,doom_metal,unknown,2009,385506,0.384,0.763,-6.62,0.0406,0.000199,0.618,0.0371,0.125,121.895,https://open.spotify.com/track/1ERvWodMpSipkbpLXeTcuH
Black Magic Rituals & Perversions,Electric Wizard,3idR58fFgg0i2Qye6tRUI0,doom_metal,Metal,2007,662906,0.234,0.863,-8.254,0.0638,0.161,0.866,0.319,0.0929,109.236,https://open.spotify.com/track/3idR58fFgg0i2Qye6tRUI0
In Truth,Paradise Lost,0aeC5U2ke2SbTyBjt4b6Jp,"doom_metal, gothic_metal",Metal,2009,294040,0.509,0.849,-7.177,0.0426,7.62e-05,0.274,0.177,0.128,112.163,https://open.spotify.com/track/0aeC5U2ke2SbTyBjt4b6Jp
Silent Circle,Acid King,5sLqQfBJdHk8hdjnj2Njr0,doom_metal,unknown,1999,451666,0.207,0.76,-8.923,0.0365,4.46e-06,0.781,0.168,0.146,130.163,https://open.spotify.com/track/5sLqQfBJdHk8hdjnj2Njr0
Electric Wizard,Electric Wizard,2SbOaCVc9GSGl5mjTig81i,doom_metal,unknown,1994,581453,0.288,0.712,-6.544,0.0867,0.0603,0.726,0.143,0.311,92.74,https://open.spotify.com/track/2SbOaCVc9GSGl5mjTig81i
Burn Fire Burn,Lake of Tears,0AW0oE18fhlzt2TonPiDPp,"doom_metal, gothic_metal, swedish",unknown,1995,218933,0.407,0.939,-7.126,0.0331,0.00403,3.7e-05,0.145,0.747,158.102,https://open.spotify.com/track/0AW0oE18fhlzt2TonPiDPp
Cow,Melvins,76P7RkUdjbLA8ICp0ERJG4,"alternative, doom_metal, grunge",Rock,1991,271000,0.435,0.778,-15.121,0.0727,0.000199,0.783,0.152,0.143,148.647,https://open.spotify.com/track/76P7RkUdjbLA8ICp0ERJG4
The Garden Of Heathen,Tiamat,1S4fFDaTvrJhWzYrzBa7pT,"instrumental, doom_metal, gothic_metal, gothic, swedish, new_age",Metal,2003,85186,0.382,0.157,-13.922,0.0388,0.475,5.13e-05,0.135,0.0671,94.965,https://open.spotify.com/track/1S4fFDaTvrJhWzYrzBa7pT
Zero Nowhere,Eyehategod,2efTYEUkJfmHZaGdPV8UnG,doom_metal,Metal,1996,262693,0.11,0.753,-6.687,0.0472,3.78e-05,0.795,0.13,0.41,87.025,https://open.spotify.com/track/2efTYEUkJfmHZaGdPV8UnG
As the Shadows Dance,Theatre of Tragedy,49iFOJqpatwJlZAVUINBfn,"doom_metal, gothic_metal, gothic, symphonic_metal",unknown,2005,328400,0.588,0.888,-6.039,0.03,0.0504,0.00773,0.159,0.317,128.012,https://open.spotify.com/track/49iFOJqpatwJlZAVUINBfn
